Node_ID,Lat,Lon
457,21.0071435,105.8488981
458,21.0113066,105.8637672
459,21.0115569,105.8630657
460,21.0164855,105.853611
461,21.014515,105.8642324
462,21.0135474,105.8646329
463,21.0057932,105.8497927
464,21.0110637,105.85075
465,21.0089828,105.8592924
466,21.0027965,105.8579563
467,21.0204238,105.8541711
468,21.0140354,105.8557259
469,21.0146063,105.8544192
470,21.0048017,105.8636352
471,21.016175,105.840889
472,21.0087506,105.8531657
473,21.0213467,105.8585138
474,21.0124862,105.8620613
475,21.0056222,105.848405
476,21.0066904,105.8445646
477,21.023307,105.8615788
478,21.0056226,105.8655811
479,21.0060782,105.8517206
480,21.0136672,105.8394136
481,21.0230343,105.851544
482,21.0159812,105.8650179
483,21.0044992,105.8628505
484,21.0097868,105.8605693
485,21.0064336,105.8502151
486,21.0188853,105.8475017
487,21.0255939,105.8618085
488,21.0079173,105.8628706
489,21.0228712,105.8592177
490,21.0052328,105.8424292
491,21.0148962,105.8522987
492,21.0059725,105.8622591
493,21.010218,105.8646911
494,21.0218185,105.8624825
495,21.015196,105.8500042
496,21.0138679,105.8534089
497,21.0114176,105.8603091
498,21.0174117,105.8591278
499,21.0137449,105.8554141
500,21.0236308,105.8623435
501,21.0064162,105.8652538
502,21.0207718,105.8411667
503,21.0047103,105.8626482
504,21.0092594,105.8598117
505,21.0217893,105.8625826
506,21.0145144,105.8577725
507,21.01007,105.8412735
508,21.0104292,105.8382689
509,21.006764,105.8431076
510,21.0051195,105.846509
511,21.0136393,105.8641257
512,21.0105382,105.8460925
513,21.0206257,105.8415578
514,21.0165882,105.8483976
515,21.0079835,105.8416428
516,21.0151464,105.8607234
517,21.008267,105.8416652
518,21.0138432,105.856067
519,21.0151958,105.8586013
520,21.0116543,105.8615364
521,21.0212333,105.8618485
522,21.0081321,105.8523026
523,21.0054195,105.8532111
524,21.0134737,105.8660398
525,21.0100507,105.8462605
526,21.0065494,105.8465021
527,21.0183032,105.8504677
528,21.0186801,105.8586052
529,21.0152032,105.8391563
530,21.0208928,105.8482435
531,21.0221535,105.8522989
532,21.0076468,105.8605537
533,21.0074207,105.8545259
534,21.0082909,105.8544096
535,21.0080857,105.8655713
536,21.0147943,105.8626499
537,21.0132483,105.8595976
538,21.0199189,105.8398016
539,21.0155317,105.8554479
540,21.0137725,105.8562179
541,21.007787,105.8560154
542,21.0054154,105.8532245
543,21.0130227,105.8488082
544,21.0150304,105.8414724
545,21.0110466,105.8577592
546,21.0228473,105.8463704
547,21.0215243,105.8560776
548,21.0151654,105.8510211
549,21.0208046,105.856268
550,21.0190818,105.8391967
551,21.0231165,105.8567689
552,21.0188761,105.8440234
553,21.0067165,105.8513181
554,21.0222799,105.8576741
555,21.0146887,105.8498559
556,21.0116725,105.855824
557,21.0107111,105.8493809
558,21.0103257,105.858669
559,21.0118204,105.8617948
560,21.0076948,105.8448199
561,21.0055699,105.8516134
562,21.008971,105.8514347
563,21.0087961,105.8513225
564,21.0142368,105.8413352
565,21.0111572,105.855251
566,21.0103226,105.8410774
567,21.0180463,105.8485092
568,21.0180977,105.8392596
569,21.0081682,105.8406851
570,21.0181524,105.8515703
571,21.0101468,105.8584535
572,21.0229079,105.8476432
573,21.0091228,105.8610197
574,21.0051716,105.8587539
575,21.0195596,105.8570699
576,21.0096628,105.8604096
